customer_tweet_id,previous_context,customer_message,apple_tweet_id,apple_reply,created_at
1981979,,Having the same problem! @AppleSupport 🤷🏾‍♀️ https://t.co/d1XaK5HLjc,1981977,@586670 We’d be glad to look into this further. Can you start by letting us know more about the situation via DM? https://t.co/GDrqU22YpT,Thu Nov 02 16:38:47 +0000 2017
1537590,,@AppleSupport what does this mean https://t.co/W5GttxfU3D,1537588,@476663 Thanks for reaching out. What kind of iPhone are you using &amp; what iOS version is it running? (Settings &gt; General &gt; About),Fri Nov 03 20:40:56 +0000 2017
661613,"In iOS 11, you've got more control over the Control Center. Here's how to customize it.

Learn more: https://t.co/zgMxUxLc7d https://t.co/aos5AvxUZO",@AppleSupport The new update won’t let me call anyone else with an updated iPhone. I have a iPhone 6s. No one can call me either. WTH,2517099,"@717015 We know it's important to be able to make and receive calls to stay in touch with friends and family. We're happy to help. To start, check out these steps: https://t.co/U53YusKX3z DM us if the issue persists, and we'll go from there. https://t.co/GDrqU22YpT",Wed Nov 15 22:56:22 +0000 2017
2487135,"@446601 Congratulations on your new iPhone X! We want to be sure everything's working perfectly.
Take a look at this article to be sure that everything is set up properly: https://t.co/1sfjYKb68x
Let us know if you're still having issues after following the steps in the article.",@AppleSupport I've followed all steps.  No fix.  Airdrop still not functioning.  Not an isolated incident.  My iMac is unable to Airdrop to my phone and vice versa.,2487137,@446601 Let's work further on this Airdrop issue. Do both devices see each other? What type of files are you sending? Let us know in DM to get started. https://t.co/GDrqU22YpT,Wed Nov 15 19:23:20 +0000 2017
1905441,,My phone keeps freezing and dies at 4% like the iPhone 4 so wassup @AppleSupport,1905440,@567792 Let's get this figured out. Are you using a specific app when the iPhone freezes? Which iOS version is installed? DM us here: https://t.co/GDrqU22YpT,Wed Oct 25 05:28:42 +0000 2017
1995568,,@115858 fix ur fucking I️ shit. Dumbass phone,1995567,@590095 We can look into this with you. DM us and let us know which iPhone you're using and the iOS version it's on to get started. https://t.co/GDrqU22YpT,Fri Nov 03 05:48:39 +0000 2017
2349423,,"I’ve been trying to keep my phone updates consistent but it’s literally so buggy right now it’s making me not want to use my phone, I can barely send a text! @115858 what the heck is up?!",2349422,@679120 We'd like to help you with any issues that are going on with your device. Please DM us more info about what exactly is happening. https://t.co/GDrqU22YpT,Mon Nov 13 16:02:01 +0000 2017
376411,,@115858 why wont iOS11 let me pause/play/skip tracks on @115888 from my lock screen?! I don’t appreciate this...,376412,@205289 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Mon Oct 09 02:33:14 +0000 2017
2976678,,Ever since @AppleSupport did their update my phone is acting stupid. Dictation sucks. I have to correct it over 50%. Not an issue before last update. Now the apps. Wouldn’t disappear. Kept coming back. https://t.co/BAc7lfUtwv,2976677,"@706138 Hey, we want you to enjoy the new update. We'll help you get things sorted. First, to verify, can you tell us the exact iOS version currently installed? Also, tell us a bit more on what's going on with dictation. https://t.co/GDrqU22YpT",Thu Nov 16 16:25:58 +0000 2017
1167808,,@AppleSupport why does my watch show this when I get a notification? I did the update. #help #applewatch #bummedout https://t.co/L23jj1XxQ8,1167807,@394680 Let us help you get this sorted out. DM us the details here: https://t.co/GDrqU22YpT,Tue Oct 24 18:34:41 +0000 2017
2397032,,"@AppleSupport iCloud is sucking lately. Incredibly slow, lost most of my photos, I keep having to sign out and back in to get access to anything. What happened to “it just works?”",2397031,@689908 Thanks for reaching out to us. We are always happy to help. Send us a DM and we'd be happy to look into your iCloud issues with you. https://t.co/GDrqU22YpT,Tue Nov 14 04:08:26 +0000 2017
2305430,,Anyone else with an #iPhoneX that constantly freezes (not cold) my froze hours ago - no amount of hard resetting helps? 😡😡😡 @AppleSupport,2305429,@573155 We want to help. DM us how long after a restart before the issue returns. We'll work on this issue with you there. https://t.co/GDrqU22YpT,Sun Nov 12 23:13:59 +0000 2017
321783,@192657 We're here to help. DM us more details about the issue and we'll do our best to provide assistance. https://t.co/GDrqU22YpT,@AppleSupport Sent. I am hopeful a new update is coming soon as it seems my issues are shared by many iPhone users,321785,"@192657 We've received your DM, and will continue working from there. Be on the lookout for our response.",Sat Oct 07 13:53:53 +0000 2017
866220,@325678 We can look into this Apple ID issue with you. DM us a bit more about what happened and we'll take a look. https://t.co/GDrqU22YpT,@AppleSupport Thanks. Maybe some other time.,866221,@325678 No problem. We're here if you require further support.,Fri Oct 20 23:21:31 +0000 2017
1590502,,"Since #iOS 11.1 released, certain words or letters are showing this? It’s treating basic letters like an unrecognized emoji. @AppleSupport https://t.co/U2yJLv2sUG",1590501,@207233 Hey there. Check out this link for a fix: https://t.co/xXaXeeSRt9 Questions? Let us know. https://t.co/GDrqU22YpT,Sat Nov 04 20:30:15 +0000 2017
511106,,@AppleSupport Why we are seeing Twitter in Game Center on El Capitan? https://t.co/0CmXu43ke2,511105,@237467 We'd love to help look into this a bit further. DM us which El Capitan version you're on. https://t.co/GDrqU22YpT,Fri Dec 01 22:23:07 +0000 2017
2978773,"My phone was on 60%, a minute later it was on 50%, and THEN I put it on the chargers and it’s 47% @115858 what’s your deal",@115858 Charger *,2978772,"@821534 If you're running into issues with the battery on your iPhone, we'd like to help you out. Please meet us in DM with the exact issue(s) you're experiencing. Also, please let us know what version of the iOS software you currently have installed. https://t.co/GDrqU22YpT",Fri Nov 17 17:45:32 +0000 2017
2801472,@781516 Can you send us a screenshot of the message where it asks for your password when you try to make changes? Send it in a DM with the link below. https://t.co/GDrqU22YpT,"@AppleSupport I cannot. Before the error was occurring when I was attempting to restart the iMac from the Apple menu. Other users were logged in, prompting for the admin Apple ID and password. Since, the iMac has been hard restarted and their are no other logged in users, thus, no prompt",2801473,@781516 Let's take a deeper look at this in DM. Let us know if you were able to log in to any user account after restarting there. https://t.co/GDrqU2kzhr,Wed Nov 22 01:24:56 +0000 2017
594686,,@AppleSupport any way to check the battery health of my iPhone 7? Also my Apple Pay won’t work,594685,"@260897 We're happy to help! Let us know if you'd like to start with your iPhone's battery, or with Apple Pay first in a DM. We'll work together to investigate and offer the best solutions from there. https://t.co/GDrqU22YpT",Sun Dec 03 17:35:31 +0000 2017
1708555,,@AppleSupport my iPhone 8+ won’t let me type the letter I️,1708554,@517736 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 00:05:56 +0000 2017
2142367,,why is my iphone showing “A ?” all the time in people’s texts tweets instagrams etc @115858 help https://t.co/Odc4IOx7he,2142366,@629915 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 20:41:44 +0000 2017
1469189,@115858 really worthless for this letter “ I “bullshit. Got me paying $800+ for a phone that’s trying to eradicate a very necessary vowel.,@115858 This keyboard shortcut fixes the problem though https://t.co/kgoaK4JES0,1469188,"@461016 We're glad you were able to find that work around. Send us a DM, and we'll help as much as we can. https://t.co/GDrqU22YpT",Thu Nov 02 23:05:04 +0000 2017
720478,,"So is Apple gonna fix this glitch that keeps changing “i ”
to I️  or what?... @AppleSupport",720477,@292435 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,Mon Nov 06 00:47:26 +0000 2017
1527769,,.@AppleSupport did you change the gesture of accessing the dock in iOS 11.1? Swiping up from button doesn’t show the dock anymore.,1527768,@238219 We want you to be able to access your favorite apps easily. Have you tried restarting yet? https://t.co/OWRDHWSt4h,Fri Nov 03 17:59:30 +0000 2017
408840,"@212468 We can check it out. Tell us in detail what you're experiencing with the stopwatch, please.",@AppleSupport The stopwatch is continuously on the screen even tho I haven’t opened it,408842,@212468 We understand how that could be bothersome. Let's move to a DM so we can check into this more. https://t.co/GDrqU22YpT,Mon Oct 09 22:49:58 +0000 2017
695915,,@AppleSupport :( i can’t watch what time is it in my iPhone :( iOS 11.0.2 this is the main screen https://t.co/c1qG3SZOXl,695914,"@286033 We’d like to explore your options. DM us the country in which you’re located, and we’ll go from there. https://t.co/GDrqU22YpT",Thu Oct 05 21:40:48 +0000 2017
2177239,,Bruh I just need @115858 to fix the damn glitch cause I’ve already done what I had to do and its...still not working.,2177238,@638155 We'll be happy to help. DM us and we'll go from there. https://t.co/GDrqU2kzhr,Thu Nov 09 06:23:42 +0000 2017
2801508,,So done every fix I️ can find but still.... I️ I️ I️ nothing works.... when is @115858 gonna fix this bug???,2801506,"@781526 We've recently released iOS version iOS 11.1.2. This should fix the issue you're seeing. To install this version, make sure to create a backup and update using the steps here: https://t.co/KMmAcUlMLd

Let us know if we can help with anything else!",Wed Nov 22 00:31:32 +0000 2017
1650108,,I️ 👈🏽🧐 @115858 explain wtf that is,1650107,@504016 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Sun Nov 05 20:37:42 +0000 2017
584714,"@257982 Let's go ahead and make sure you have a recent backup, and let's update to 11.1.2 and see if the issue persists.",@AppleSupport ios 11.2 (15C114) problem didn’t solved,584713,@257982 Thanks for the update. Let us know what other troubleshooting you've tried in DM. We'll continue working with you there. https://t.co/GDrqU22YpT,Sun Dec 03 08:52:54 +0000 2017
322674,,"Hey @115858 , where is the dock missing??

iOS11 is worst release ever, major problems with Network even after iOS11.2 @AppleSupport https://t.co/Jjw9MRu86t",322673,@192862 Let's work to get that dock back for you. Which iPhone do you have? Restart &amp; see if that persists. https://t.co/OWRDHWSt4h,Sat Oct 07 05:38:24 +0000 2017
1219217,,"@AppleSupport 
iOS 11.0.3
When I open some notes in Farsi, Notes crashes. https://t.co/EUD0kwgcGT",1219216,"@406055 We’d love to help with your Notes app. To start, please send us a DM. https://t.co/GDrqU22YpT",Wed Oct 25 13:40:54 +0000 2017
1864545,,On a less aggressive note: @AppleSupport is there an easier way than redownloading everything manually to get my library back?,1864544,@557061 Hi there. We'd like to help. Have you checked to see if iCloud Music Library is enabled? https://t.co/9VQ9VywZJ2,Fri Oct 20 03:45:48 +0000 2017
1265814,"i think my magsafe 2 charger just broke again, this is the second time this has happened, WHY @115858",@115858 @AppleSupport,1265813,"@416405 We can help. This article has some troubleshooting steps to try: https://t.co/9BMLuaLE4w
Need more help? Let us know.",Thu Oct 26 03:46:44 +0000 2017
1886983,,"WTF @115858? Since I ran the update patch, Chrome can hardly load any web pages. I just get a blank screen.",1886982,@562802 We'd like to help get your device back on track. Can you DM us the device you are using and the software version? https://t.co/GDrqU22YpT,Mon Oct 23 09:41:45 +0000 2017
939155,,@AppleSupport iMessage not sending pics - any ideas why?,939154,@342628 We'd like to look into this with you. Can you tell us what happens when you try to send pictures? Does this only happen with specific contacts?,Sat Nov 25 16:22:29 +0000 2017
2112735,,"@115858 @AppleSupport The iOS 11.1 update is WORSE for my battery. Went to bed with 40%, woke up and phone was dead. :(",2112733,@623014 We want to help with your battery. Look here for a few tips: https://t.co/bivpdfBNJ6  DM us if you're still having trouble.,Wed Nov 08 14:26:04 +0000 2017
888094,,@AppleSupport hey! i’m using 6s and i’ve updated to the latest up to date ios version but i found out it’s a bit lag,888093,@330869 We're happy to help you with this. Have you been having this issue since updating to the latest iOS 11.0.3 version?,Fri Oct 13 16:54:51 +0000 2017
2805956,,@115858 pls respond. I sent a tweet informing you I think I found a bug/glitch on the iPad Pro iOSv11.1.2 I even included a video of the bug/glitch in the tweet. Thx,2805955,@525876 We're here to assist. Please meet us in DM to proceed. https://t.co/GDrqU2kzhr,Wed Nov 22 03:20:56 +0000 2017
1780336,,"How does my $800 phone stop working on the exact date my warranty expires @AppleSupport I paid for it in full,  I took care of it... 🤔",1780335,"@534880 We know how important it is for your iPhone to work properly. So we can help, please share a few details with us in DM. https://t.co/GDrqU22YpT",Wed Oct 11 20:27:09 +0000 2017
1806616,,@AppleSupport please enable downgrade to iOS 10.3.3. Perf degraded so bad w iOS 11 I need a new phone. And it won’t be an iPhone.,1806615,@542773 What exactly are the issues you're having after updating? Let us know in DM and we'll team up to get them resolved. https://t.co/GDrqU22YpT,Sun Oct 08 16:38:28 +0000 2017
2432902,@698216 Hmmmm. Iv noticed mine cause of the brightness thing and im always turning it down other than that its not bad,"@698215 I haven’t done any digging in my phone yet, like to see if maybe it turned the background stuff on. But I’m going to get a new phone in January and honestly I may go android with how shittty @115858 has been. 😤",2432901,@698216 We want to help with your iPhone's battery. Please DM us details on what apps are most in use when you see the issue and we'll work with you on this there. https://t.co/GDrqU22YpT,Tue Nov 14 20:48:31 +0000 2017
1327372,"@363612 Understood. Since updating to High Sierra, you will want to check for any updates for the printer. This can typically done right from the manufacture's website.",@AppleSupport Updated software and printer driver already.,1327373,"@363612 Perfect. Please DM us, and we will continue from there. https://t.co/GDrqU22YpT",Sat Nov 25 21:54:17 +0000 2017
2406576,,New @115858 update has broke my MacBook 😡😡😡,2406574,"@692113 Oh no, this is not what we like to hear. Can you provide us details of what's going on with your MacBook?",Tue Nov 14 13:59:05 +0000 2017
2910496,,A [?] need @115858 to fix these bugs because I.T makes me look like I started drinking at 4 in the afternoon.,2910495,"@805733 We recently released an iOS update, 11.1.2, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",Tue Nov 28 20:55:34 +0000 2017
2700925,@758714 We'd be happy to help. Send us a DM with a few details and we can start there. https://t.co/GDrqU22YpT,"@AppleSupport I spoke to an agent over chat and they were able to help me. It did involve a couple of hours of reinstalling the OS and then waiting for an update.
Not happy as I was told MACs had less issues than Windows and it's twice since I had had the product that I have had to seek help",2700927,@758714 We're happy to hear the issue has been resolved. Feel free to reach out to us if you have any further issues.,Tue Nov 21 14:25:36 +0000 2017
569280,,MY IPHONE KEEPS ON RESTARTING!!!!!!!!!!!! @115858 @AppleSupport @115858,569279,"@253593 We know how important it is to have your iPhone performing as expected, and we’ll do everything we can to help you sort this out as quickly as possible. This article shows how to resolve the problem with your iPhone restarting on its own: https://t.co/Wc5MHFZb0p",Sun Dec 03 02:42:38 +0000 2017
2149980,,Hi @115858 @AppleSupport  every time the word “i” is types it comes out “I️ “ what’s going on? Annoying,2149979,@631877 We got your DM and have responded there. https://t.co/GDrqU22YpT,Thu Nov 09 00:31:26 +0000 2017
1617107,,What the fuck is this shit!! @115858 @AppleSupport @2310 updated and it’s STILL COMING UP! 🙄🙄🙄🙄 https://t.co/mdFt8FRnjm,1617106,@141848 We'd be happy to help. Check out this link for a work around: https://t.co/xXaXeeSRt9,Sun Nov 05 03:13:03 +0000 2017
1703060,,"Hey @AppleSupport can you please fix this “A?” situation, thx",1703059,@516297 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 20:22:58 +0000 2017
1434150,@312112 We'd like to get you to our Sales team for help on this. Click here to reach them: https://t.co/IBIY3vMgPj,@AppleSupport Many thanks.,1434149,@312112 You're welcome! Reach out to us any time.,Thu Nov 02 20:11:15 +0000 2017
1327430,,"Und ich dachte mein MacBook bleibt frei von irgendwelchen Problemen.😑

Liebes @AppleSupport Team, my right speaker made weird sounds once and now the overall volume is lower than the other + there are no more heights in the sound itself anymore. Is it a known problem?",1327429,@429709 Hello there! We definitely want to make sure we can provide all the support needed to help find a resolution. We'd like to make sure your MacBook speakers are working as expected. Let us know if the steps in the article help: https://t.co/P3L0yCnGzV,Sat Nov 25 20:41:16 +0000 2017
215806,@167320 We'd like to help. Tell us more about the issue you're having and we'll go from there.,@AppleSupport So every time I go for a walk my cellular data stays off and I keep manually have to turn it on since the update I’ve never had to do this,215805,@167320 DM us and we can work from there. https://t.co/GDrqU22YpT,Wed Oct 04 21:16:19 +0000 2017
2014412,,"@AppleSupport Since the latest iOS updated, notifications look like this.  They don‘t fit anymore in the box. https://t.co/ifdtflmb3N",2014411,@595644 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,Sun Nov 05 11:47:14 +0000 2017
2346021,,@AppleSupport is there a reason my phone is constantly freezing since I downloaded the new update? Any work on fixing that?,2346019,"@660912 We’d love to team up with you. Which apps are you using when this happens? Also, is it fully updated to iOS 11.1.1?",Mon Nov 13 14:38:46 +0000 2017
2754713,,"@AppleSupport Shocking quality on the new MacBook 💻. Had just under a year, 1 month in screen showing black lines, replaced due to no screens available 9 months on new one has 2 new topcases to fix an issue. This week the no “Wi-fi hardware” fixed Sunday, now this! https://t.co/iqB0Gb0MXJ",2754711,"@771042 We don't like to see you encountering such trouble with your Mac! If you haven't, check out https://t.co/D7AZk8szDr and give those steps a try. If they don't help or you've tried it, join us over in Direct Message. https://t.co/GDrqU22YpT",Mon Nov 20 21:15:16 +0000 2017
2294700,,"@115858 @AppleSupport  Is this green pixel supposed to be on my brand new iPhone X? Also, why can’t I just get a simple replacement phone at your stores? Why do I have to pay another grand to get a replacement or pay for “repair”?! https://t.co/QVEzzAx8eC",2294699,"@666322 We know you expect the best from your new iPhone, and we'll do everything we can to help resolve this with you. Go ahead and send us a DM with the country you're located in, and we'll pick back up there. https://t.co/GDrqU22YpT",Sat Nov 11 22:20:01 +0000 2017
401664,,@AppleSupport @115858 My iPhone 7 is up to date. Any further updates coming to fix my camera settings?  I want “live” off permanently.,401662,@210983 We want to take a closer look at that with you.  Can you tell us exactly what is happening with your Live Photos setting?,Mon Oct 09 19:00:31 +0000 2017
1153811,,"@AppleSupport  when I updated my phone , half of my contacts have gone off my list and i need them! How do i get them back",1153810,@391462 We'd like to help out. Before updating had you ever synced your contacts to iCloud? Let us know and we'll continue.,Tue Oct 24 16:43:23 +0000 2017
52305,This is a great attempt...but it did make me laugh lots. Better luck next time guys. https://t.co/2A9Y6iJddn,I’m guessing this isn’t from you @AppleSupport,52303,@127765 This appears to be a phishing attempt. This article explains how to identify and report them: https://t.co/LNMCdqt6fD,Wed Nov 01 17:49:58 +0000 2017
1756371,,This box is killing me 😂 y’all  @115858 need to fix at update,1756370,@528857 Can you tell us more about what you're seeing? Let us know via DM here: https://t.co/GDrqU22YpT,Tue Nov 07 16:49:08 +0000 2017
1818332,,@AppleSupport This iOS update totally fucked my iPhone 7,1818331,@546183 We'd be happy to help.  Let us know in DM the issues you're experiencing and we'll continue from there. https://t.co/GDrqU22YpT,Mon Oct 16 12:38:48 +0000 2017
919771,,@AppleSupport there’s still a glitch in ios 11 with the screen recording 😐,919770,"@338327 Let's take a closer look together, starting with your model and it's exact iOS version. What exactly happens when you try using it?",Tue Oct 10 18:17:04 +0000 2017
1592379,,@115858 my phone is so buggy from the new iOS update. Why does this happen when I️ type an I️? https://t.co/F0V1l7eqPU,1592378,@489373 Thank you for contacting us for support. We'd like to help. Let us know if this article helps: https://t.co/sDSg93LaFu,Sat Nov 04 21:18:37 +0000 2017
707960,,@AppleSupport my iPhone 7plus is still making static sounds during calls even after the latest update ?,707958,"@204447 We know the importance of clear calls, so let’s get to the bottom of this together.  Just to confirm, you are running 11.0.2?",Tue Oct 10 19:24:28 +0000 2017
687517,,Hey @AppleSupport! The latest iOS update is buggy! Having trouble with keyboard and messages. Are you on it?,687515,"@284212 Let's check this out together. What exactly are you seeing with the keyboard? To confirm, are you on iOS 11.0.2?",Thu Oct 05 19:09:11 +0000 2017
2573935,"@729920 OK we're glad to hear the camera app is working right again. For the freezing, did you notice this issue started after making some sort of setting change on the device or installing anything on it?",@AppleSupport Before and after installing 11.1.1 my phone freezes frequently mostly when I make calls,2573936,"@729920  OK it just randomly started happening, thanks. Are you still using the 11.1.1 version on your device or have you updated it to the current software version? Let us know in DM. https://t.co/GDrqU22YpT",Fri Nov 17 03:05:42 +0000 2017
1161968,,I️ am over this whole I️ thing. Get it the hell together @AppleSupport,1161967,@393380 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Tue Nov 07 14:21:46 +0000 2017
864003,,"@AppleSupport I’m getting crazy, can you help? Since I updated my phone, my camera always by default goes on #LivePhotos. See my settings https://t.co/nsr1f1FRWk",864001,@325184 You'd want to turn on Live Photo in Settings &gt; Camera &gt; Preserve Settings. This will keep your preference for Live Photos.,Sun Nov 05 08:08:50 +0000 2017
2013508,,"Yo @115858 @AppleSupport, y’all need to fix this keyboard glitch for the letter “EYE” 🙄",2013507,@595382 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,Sun Nov 05 06:50:15 +0000 2017
1417398,,H E L P @AppleSupport https://t.co/YdiRqptXcr,1417397,"@449449 We know how important it is for your keyboard to work perfectly. DM us, and we can help. https://t.co/GDrqU22YpT",Thu Nov 02 02:47:14 +0000 2017
752989,,Two iOS 11 releases later and this bug is still very much there @115858 @AppleSupport https://t.co/laDvTnmBo8,752988,@299962 We've made some changes in iOS 11 to the Control Center. Look at this link for more info on those changes: https://t.co/vzVz37YMv0,Wed Oct 11 12:20:43 +0000 2017
2205984,,@AppleSupport cmon get on this bug. The new update horribly lags on 7plus 🤬,2205983,"@644996 We're happy to help with your iPhone 7 Plus. Can you confirm, the current software version installed? Let us know to continue.",Thu Nov 09 17:30:57 +0000 2017
2785619,,@115858 why you gotta be like this? Pls send help https://t.co/p8M0LtjYOt,2785618,@777740 We're here to help! That bar shows future storage usage of the iPhone. Select Sync first then try to continue with the update.,Tue Oct 31 18:48:27 +0000 2017
2816435,,I like the iPhone 📱 X but.. the battery I think is worse than the 7 Plus and it takes way too long to charge.. @115858,2816434,@785140 We'd be happy to help you maximize your iPhone's battery performance. Send us a DM and tell us which version of iOS you're using. We'll meet you there. https://t.co/GDrqU22YpT,Mon Nov 27 03:08:10 +0000 2017
2305432,,I’m sick of it .... @115858 please hurry and fix this damn “ I “situation  it’s pissing me off.🙃😩🤔,2305431,"@668875 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",Sun Nov 12 23:18:04 +0000 2017
999199,@356592 Let's partner together so you can get the most out of your device running the latest version of iOS. How long ago did you upgrade?,@AppleSupport Updated overnight 2 days ago. iPhone 7.,999201,"@356592 Let's meet in DM where we can learn a bit more about your iPhone, and work together to get the battery performance you'd expect. https://t.co/GDrqU22YpT",Sun Oct 22 23:57:42 +0000 2017
300091,,@115858 why wont you send me a verification code so i can sign into my account?,300089,@187560 We want to help. Take a look at the info in this link and let us know if you are still having issues: https://t.co/dSCGMAN0vv,Fri Oct 06 17:08:51 +0000 2017
1334380,,Someone explain to me how my charging port is loose on my iPhone 8 that I just bought 3 weeks ago. @115858,1334379,@431285 That’s not what we’d like to hear. Can you start by letting us know more about the situation via DM? https://t.co/GDrqU22YpT,Fri Oct 27 06:56:52 +0000 2017
162841,,"@AppleSupport my phone isn’t downloading any apps that I haven’t already downloaded before, like it’ll get to the process where it starts to but it never does",162840,"@153621 We want you to be able to download apps with no issues. Meet us in DM and tell us the exact version of iOS you're running, and which country you're in, and we'll take a look at what's going on. https://t.co/GDrqU22YpT",Fri Nov 24 18:50:01 +0000 2017
2576099,,Dear @115858 please fix my “I️” I’m tired of it looking all weird.,2576098,@149201 We've got steps to solve that for you here: https://t.co/xU1AGIa4ME Let us know in DM if you have any questions. https://t.co/GDrqU2kzhr,Sat Nov 04 05:27:46 +0000 2017
215787,,@AppleSupport my iPhone 6s is slow as f*ck since I did the update to ios11 and after 1hour screen time it’s empty #sucks,215786,@167313 We'd love to help. Does the issue only occur when using a specific app?,Wed Oct 04 20:37:12 +0000 2017
2856808,,"So, all my contacts disappeared from my work phone. Any advice on how to get them back? @AppleSupport #iphonehelp #techadvice",2856807,@794017 We would like to take a closer look to see how we can help. Let us know in DM which device and iOS version you have. https://t.co/GDrqU22YpT,Mon Nov 27 21:18:46 +0000 2017
17351,,@AppleSupport @118721 https://t.co/1mCyCovQam,17350,"@119832 Let's work together to figure out the best path forward with your new iPod touch. What type of computer would you be connecting your iPod with? Along with that, tell us which version of the operating system is currently installed. Send that info via DM. https://t.co/GDrqU22YpT",Wed Nov 22 10:09:42 +0000 2017
36615,,My husband hasn’t updated his MacBook since like 2011...🙄 do you think I could update it and be safe? @AppleSupport,36613,"@123974 As long as his Mac is compatible, it shouldn't be a problem. Be sure he has a backup. https://t.co/109nnHwfMC",Wed Nov 01 14:03:11 +0000 2017
174946,,This is owning my Mac. Took great care of it and it either looks like this or has a consistent rainbow ball...@AppleSupport #notafan #givingupmymac #timetoswitch 😔 https://t.co/0bVawECnju,174945,@157044 We want to help get you back in your MacBook. Reach out via DM using the link below and let us know what steps you've already taken. https://t.co/GDrqU22YpT,Fri Nov 24 23:38:42 +0000 2017
620230,@267205 A computer without Wi-Fi is never good. Let's see what's going on. Give this test a try: https://t.co/suf8yUyBYq It's a self-diagnostic test and we can use it to see if the Wi-Fi is reporting trouble. Let us know what it says.,"@AppleSupport No issues found! I should also mention it’s not that it hasn’t worked since the update, but that it doesn’t work more than it does now on the update. It has connected to WiFi since the update.",620228,"@267205 So just to clarify then, the failed Wi-Fi connections are not continual but come and go?",Wed Nov 22 16:08:35 +0000 2017
1153441,,"@116333 @AppleSupport Your online sucks,I placed an order yesterday was showing 'available today' but not received any email whole day",1153437,@391388 Thanks for reaching out. Our Apple Online Store can help take a closer look. Reach them here:  https://t.co/8yjRd1Xo0i,Sun Oct 15 17:31:03 +0000 2017
1331233,,@AppleSupport explain to me why my lock button off of my BRAND NEW iPhone 8 fell off ?,1331232,@430560 We'd like to look into this with you further. Please join us in DM to get started. https://t.co/GDrqU22YpT,Fri Oct 27 04:23:26 +0000 2017
1575062,,"Fuck you @AppleSupport 
After 3 attempts I can not get my new ipod to sync or have any of my songs from my laptop on it. Thanks",1575060,@485373 We'd like to look into this and get your new iPod working properly. Are you receiving any error messages?,Sat Nov 04 05:09:36 +0000 2017
2978799,,I got a brand new X not even a week ago and was wondering If @115858 is aware of the black loading screen that appears when i unlock the phone with a passcode. Usually happens more when I’m listening to music in which it resets my song that was playing. Kind of annoying,2978798,"@821542 That's interesting. Does this happen all the time your iPhone is unlocked using a passcode? Respond back in a Direct Message, we'll pick it up from there. https://t.co/GDrqU22YpT",Thu Nov 30 03:51:30 +0000 2017
256740,,"@AppleSupport I need to change country my iTunes acct: have to cancel @115948 first, change and reactivate. Do I will lose my music?",256738,@177053 We have a dedicated iTunes team who can help you look into this. Get in touch with them online here: https://t.co/SDIe7UiyJN,Thu Oct 05 18:38:44 +0000 2017
272930,@181180 Tell us more about what's happening on your device. Send us a DM with the details. https://t.co/GDrqU22YpT,"@AppleSupport phone freezes, randomly shuts down, and the battery isn’t what it was before update.",272932,@181180 This isn't the experience we want you to have. Which iPhone model do you own?,Fri Oct 06 12:06:07 +0000 2017
459582,,"Hey @AppleSupport why can’t i watch the latest eposide of The Orville “coz Season only”, even though i do have a season pass? https://t.co/UoEfWIKhRf",459580,@224182 We want you to have all the episodes in the season. Do we have any other devices we can check this episode availability on? Please DM us. https://t.co/GDrqU22YpT,Fri Dec 01 01:11:12 +0000 2017
2603573,,@115858 tell me how I️ can reverse the update to iOS 11 or fix all the problems with it. PLEASE,2603572,@338952 We’re happy to help with any complications you’re facing. Could you let us know more details via a DM? We’ll go from there. https://t.co/GDrqU22YpT,Tue Nov 07 03:32:29 +0000 2017
716081,@291352 Let's figure this out together. How much of a charge does your device have? What iOS are you using?,"@AppleSupport 49% battery, iOS 11.0.2",716080,@291352 We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Tue Oct 10 23:26:38 +0000 2017
1891598,,"My phone was on 100% then I blinked and it is now on 86%, its been rebooting by itself @AppleSupport Also bring back Vine.",1891596,@564060 We'd like to help. On which iPhone and iOS version are you experiencing this issue on?,Wed Oct 18 03:19:05 +0000 2017
